"索引","核酸提取编号","华大编号","提取日期","样本类型","核酸类型","样本体积(ml)/质量(mg)","提取方法","浓度(ng/ul)","体积(ul)","冰箱位置","孔板号","孔位","提取总量(ng)","成功建库使用量(ng)","失败建库使用量(ng)","科研项目使用量(ng)","其他使用量(ng)","剩余量(ng)","备注","上次修改时间","创建时间"
"1433","19P5298112","19P5298112","2000-01-01","P","cfDNA","6.8","美基磁珠标准法","1.58","36","无","无","无","56.88","10","0","0","0","46.88","无","2020/08/20 06:31","2020/08/20 06:29"
"1434","19P5298110","19P5298110","2000-01-01","P","cfDNA","7.9","美基磁珠标准法","1.33","36","无","无","无","47.88","10","0","0","0","37.88","无","2020/08/20 06:31","2020/08/20 06:29"
"1435","19P5298113","19P5298113","2000-01-01","P","cfDNA","7.7","美基磁珠标准法","0.71","36","无","无","无","25.56","10","0","0","0","15.56","无","2020/08/20 06:31","2020/08/20 06:29"
"1436","19P5790199","19P5790199","2000-01-01","P","cfDNA","5","美基XP双选法","4.74","43","无","无","无","203.82","10","0","0","0","193.82","无","2020/08/20 06:31","2020/08/20 06:29"
"1437","19P5790157","19P5790157","2000-01-01","P","cfDNA","5","美基XP双选法","2.62","43","无","无","无","112.66","10","0","0","0","102.66","无","2020/08/20 06:31","2020/08/20 06:29"
"1438","19P5790204","19P5790204","2000-01-01","P","cfDNA","5","美基XP双选法","2.5","43","无","无","无","107.5","10","0","0","0","97.5","无","2020/08/20 06:31","2020/08/20 06:29"
"1439","19P5790201","19P5790201","2000-01-01","P","cfDNA","5","美基XP双选法","2.12","43","无","无","无","91.16","10","0","0","0","81.16","无","2020/08/20 06:31","2020/08/20 06:29"
"1440","19P5790205","19P5790205","2000-01-01","P","cfDNA","5","美基XP双选法","1.12","43","无","无","无","48.16","10","0","0","0","38.16","无","2020/08/20 06:31","2020/08/20 06:29"
"1441","19P5790181","19P5790181","2000-01-01","P","cfDNA","5","美基XP双选法","1.11","43","无","无","无","47.73","10","0","0","0","37.73","无","2020/08/20 06:31","2020/08/20 06:29"
"1442","19P5790163","19P5790163","2000-01-01","P","cfDNA","5","美基XP双选法","0.792","43","无","无","无","34.056","10","0","0","0","24.056","无","2020/08/20 06:31","2020/08/20 06:29"
"1443","19P5790200","19P5790200","2000-01-01","P","cfDNA","5","美基XP双选法","0.73","43","无","无","无","31.39","10","0","0","0","21.39","无","2020/08/20 06:31","2020/08/20 06:29"
"1444","19P5790168","19P5790168","2000-01-01","P","cfDNA","4.7","美基XP双选法","0.7","43","无","无","无","30.1","10","0","0","0","20.1","无","2020/08/20 06:31","2020/08/20 06:29"
"1445","19P5790169","19P5790169","2000-01-01","P","cfDNA","4.4","美基XP双选法","0.674","43","无","无","无","28.982","10","0","0","0","18.982","无","2020/08/20 06:31","2020/08/20 06:29"
"1446","19P5790206","19P5790206","2000-01-01","P","cfDNA","4.7","美基XP双选法","0.668","43","无","无","无","28.724","10","0","0","0","18.724","无","2020/08/20 06:31","2020/08/20 06:29"
"1447","19P5790207","19P5790207","2000-01-01","P","cfDNA","5","美基XP双选法","0.654","43","无","无","无","28.122","10","0","0","0","18.122","无","2020/08/20 06:31","2020/08/20 06:29"
"1448","19P5790158","19P5790158","2000-01-01","P","cfDNA","5","美基XP双选法","0.596","43","无","无","无","25.628","10","0","0","0","15.628","无","2020/08/20 06:31","2020/08/20 06:29"
"1449","19P5790203","19P5790203","2000-01-01","P","cfDNA","5","美基XP双选法","0.592","43","无","无","无","25.456","10","0","0","0","15.456","无","2020/08/20 06:31","2020/08/20 06:29"
"1450","19P5790202","19P5790202","2000-01-01","P","cfDNA","4.2","美基XP双选法","0.504","43","无","无","无","21.672","10","0","0","0","11.672","无","2020/08/20 06:31","2020/08/20 06:29"
"1451","19P5790145","19P5790145","2000-01-01","P","cfDNA","4.4","美基XP双选法","0.404","43","无","无","无","17.372","1.52","0","0","0","15.852","无","2020/08/20 06:31","2020/08/20 06:29"
"1452","19P6714118","19P6714118","2000-01-01","P","cfDNA","9999","美基XP双选法","5.3","43","无","无","无","227.9","10","0","0","0","217.9","无","2020/08/20 06:32","2020/08/20 06:29"
"1453","19P6714119","19P6714119","2000-01-01","P","cfDNA","9999","美基XP双选法","4.32","43","无","无","无","185.76","10","0","0","0","175.76","无","2020/08/20 06:32","2020/08/20 06:29"
"1454","19P6714123","19P6714123","2000-01-01","P","cfDNA","9999","美基XP双选法","2.78","43","无","无","无","119.54","10","0","0","0","109.54","无","2020/08/20 06:32","2020/08/20 06:29"
"1455","19P6714122","19P6714122","2000-01-01","P","cfDNA","9999","美基XP双选法","1.81","43","无","无","无","77.83","10","0","0","0","67.83","无","2020/08/20 06:32","2020/08/20 06:29"
"1456","19P6714115","19P6714115","2000-01-01","P","cfDNA","9999","美基XP双选法","1.45","43","无","无","无","62.35","10","0","0","0","52.35","无","2020/08/20 06:32","2020/08/20 06:29"
"1457","19P6714120","19P6714120","2000-01-01","P","cfDNA","9999","美基XP双选法","1","43","无","无","无","43","10","0","0","0","33","无","2020/08/20 06:32","2020/08/20 06:29"
"1458","19P6714121","19P6714121","2000-01-01","P","cfDNA","9999","美基XP双选法","0.866","43","无","无","无","37.238","10","0","0","0","27.238","无","2020/08/20 06:32","2020/08/20 06:29"
"1459","19P6714126","19P6714126","2000-01-01","P","cfDNA","2.9","美基XP双选法（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1460","19P6714117","19P6714117","2000-01-01","P","cfDNA","2.4","美基XP双选法（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1461","19P6714116","19P6714116","2000-01-01","P","cfDNA","3","美基XP双选法（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1462","19P6714124","19P6714124","2000-01-01","P","cfDNA","2.5","美基XP双选法（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1463","19P6714125","19P6714125","2000-01-01","P","cfDNA","9999","美基XP双选法","0.274","43","无","无","无","11.782","10","0","0","0","1.782","无","2020/08/20 06:32","2020/08/20 06:29"
"1464","19P7247356","19P7247356","2000-01-01","P","cfDNA","9999","美基自动化","9999","9999","无","无","无","99980001","10","0","0","0","99979991","无","2020/08/20 06:31","2020/08/20 06:29"
"1465","19P7247352","19P7247352","2000-01-01","P","cfDNA","9999","美基自动化","9999","9999","无","无","无","99980001","10","0","0","0","99979991","无","2020/08/20 06:31","2020/08/20 06:29"
"1466","19P7247357","19P7247357","2000-01-01","P","cfDNA","9999","美基自动化","9999","9999","无","无","无","99980001","10","0","0","0","99979991","无","2020/08/20 06:31","2020/08/20 06:29"
"1467","19P7247358","19P7247358","2000-01-01","P","cfDNA","9999","美基自动化","9999","9999","无","无","无","99980001","10","0","0","0","99979991","无","2020/08/20 06:31","2020/08/20 06:29"
"1468","19P7247359","19P7247359","2000-01-01","P","cfDNA","4","美基自动化","9999","9999","无","无","无","99980001","10","0","0","0","99979991","无","2020/08/20 06:31","2020/08/20 06:29"
"1469","19P7247354","19P7247354","2000-01-01","P","cfDNA","9999","美基自动化","9999","9999","无","无","无","99980001","10","0","0","0","99979991","无","2020/08/20 06:31","2020/08/20 06:29"
"1470","19P7247346","19P7247346","2000-01-01","P","cfDNA","9999","美基自动化","9999","9999","无","无","无","99980001","10","0","0","0","99979991","无","2020/08/20 06:32","2020/08/20 06:29"
"1471","19P7247350","19P7247350","2000-01-01","P","cfDNA","4","美基自动化","2.42","52","无","无","无","125.84","10","0","0","0","115.84","无","2020/08/20 06:32","2020/08/20 06:29"
"1472","19P7247347","19P7247347","2000-01-01","P","cfDNA","4","美基自动化","1.38","52","无","无","无","71.76","10","0","0","0","61.76","无","2020/08/20 06:32","2020/08/20 06:29"
"1473","19P7247349","19P7247349","2000-01-01","P","cfDNA","4","美基自动化","1.16","52","无","无","无","60.32","10","0","0","0","50.32","无","2020/08/20 06:32","2020/08/20 06:29"
"1474","19P7247348","19P7247348","2000-01-01","P","cfDNA","4","美基自动化","1.13","52","无","无","无","58.76","10","0","0","0","48.76","无","2020/08/20 06:32","2020/08/20 06:29"
"1475","19P7247345","19P7247345","2000-01-01","P","cfDNA","9999","美基自动化（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1476","19P7247353","19P7247353","2000-01-01","P","cfDNA","9999","美基自动化（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1477","19P7247351","19P7247351","2000-01-01","P","cfDNA","9999","美基自动化（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1478","19P7247355","19P7247355","2000-01-01","P","cfDNA","9999","美基自动化（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1479","19P7247484","19P7247484","2000-01-01","P","cfDNA","4","南科手工提取","1.95","50","无","无","无","97.5","10","0","0","0","87.5","无","2020/08/20 06:32","2020/08/20 06:29"
"1480","19P7247463","19P7247463","2000-01-01","P","cfDNA","4","南科手工提取","1.51","50","无","无","无","75.5","10","0","0","0","65.5","无","2020/08/20 06:32","2020/08/20 06:29"
"1481","19P7247482","19P7247482","2000-01-01","P","cfDNA","4","南科手工提取","1.27","50","无","无","无","63.5","10","0","0","0","53.5","无","2020/08/20 06:32","2020/08/20 06:29"
"1482","20P2914855","20P2914855","2000-01-01","P","cfDNA","4","南科手工提取","1.18","50","无","无","无","59","10","0","0","0","49","无","2020/08/20 06:32","2020/08/20 06:29"
"1483","19P7247483","19P7247483","2000-01-01","P","cfDNA","4","南科手工提取","0.92","50","无","无","无","46","10","0","0","0","36","无","2020/08/20 06:32","2020/08/20 06:29"
"1484","19P7247512","19P7247512","2000-01-01","P","cfDNA","4","南科手工提取","0.818","50","无","无","无","40.9","10","0","0","0","30.9","无","2020/08/20 06:32","2020/08/20 06:29"
"1485","19P7247450","19P7247450","2000-01-01","P","cfDNA","9999","南科手工提取（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1486","19P7247513","19P7247513","2000-01-01","P","cfDNA","4","南科手工提取","0.484","50","无","无","无","24.2","20","0","0","0","4.2","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1487","19P7247499","19P7247499","2000-01-01","P","cfDNA","4","南科手工提取","0.412","50","无","无","无","20.6","20","0","0","0","0.6","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1488","20P2914854","20P2914854","2000-01-01","P","cfDNA","4","南科手工提取","0.406","50","无","无","无","20.3","20","0","0","0","0.3","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1489","19P7247498","19P7247498","2000-01-01","P","cfDNA","4","南科手工提取","0.394","50","无","无","无","19.7","20","0","0","0","-0.3","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1490","19P7247476","19P7247476","2000-01-01","P","cfDNA","9999","南科手工提取（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1491","19P7247511","19P7247511","2000-01-01","P","cfDNA","9999","南科手工提取（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1492","19P7247462","19P7247462","2000-01-01","P","cfDNA","9999","南科手工提取（南科手工重提）","9999","9999","无","无","无","99980001","20","0","0","0","99979981","Mseq-S由于试剂问题，导致建库失败","2020/08/20 06:32","2020/08/20 06:29"
"1493","19P7247525","19P7247525","2000-01-01","P","cfDNA","4","南科手工提取","0.57","48","无","无","无","27.36","0","0","0","0","27.36","无","2020/08/20 06:29","2020/08/20 06:29"
"1494","19P7247526","19P7247526","2000-01-01","P","cfDNA","4","南科手工提取","1.94","48","无","无","无","93.12","0","0","0","0","93.12","无","2020/08/20 06:29","2020/08/20 06:29"
"1495","19P7247528","19P7247528","2000-01-01","P","cfDNA","4","南科手工提取","2.1","48","无","无","无","100.8","0","0","0","0","100.8","无","2020/08/20 06:29","2020/08/20 06:29"
"1496","19P7247529","19P7247529","2000-01-01","P","cfDNA","4","南科手工提取","0.458","48","无","无","无","21.984","0","0","0","0","21.984","无","2020/08/20 06:29","2020/08/20 06:29"
"1497","19P7247530","19P7247530","2000-01-01","P","cfDNA","4","南科手工提取","0.86","48","无","无","无","41.28","0","0","0","0","41.28","无","2020/08/20 06:29","2020/08/20 06:29"
"1498","19P7247536","19P7247536","2000-01-01","P","cfDNA","4","南科手工提取+XP双选","0.326","48","无","无","无","15.648","0","0","0","0","15.648","无","2020/08/20 06:29","2020/08/20 06:29"
"1499","19P7247545","19P7247545","2000-01-01","P","cfDNA","4","南科手工提取","1.49","48","无","无","无","71.52","0","0","0","0","71.52","无","2020/08/20 06:29","2020/08/20 06:29"
"1500","19P7247572","19P7247572","2000-01-01","P","cfDNA","4","南科手工提取","1.7","48","无","无","无","81.6","0","0","0","0","81.6","无","2020/08/20 06:29","2020/08/20 06:29"
"1501","20P8023935","20P8023935","2000-01-01","P","cfDNA","4","南科手工提取","0.41","48","无","无","无","19.68","0","0","0","0","19.68","无","2020/08/20 06:29","2020/08/20 06:29"
"1502","20P8023936","20P8023936","2000-01-01","P","cfDNA","4","南科手工提取","0.27","48","无","无","无","12.96","0","0","0","0","12.96","无","2020/08/20 06:29","2020/08/20 06:29"
"1503","20P8023937","20P8023937","2000-01-01","P","cfDNA","4","南科手工提取","0.266","48","无","无","无","12.768","0","0","0","0","12.768","无","2020/08/20 06:29","2020/08/20 06:29"
"1504","20P8023938","20P8023938","2000-01-01","P","cfDNA","4","南科手工提取","0.412","48","无","无","无","19.776","0","0","0","0","19.776","无","2020/08/20 06:29","2020/08/20 06:29"
"1505","20P8023939","20P8023939","2000-01-01","P","cfDNA","4","南科手工提取200428","0.218","48","无","无","无","10.464","0","0","0","0","10.464","无","2020/08/20 06:29","2020/08/20 06:29"
"1506","20P8023940","20P8023940","2000-01-01","P","cfDNA","4","南科手工提取200428","0.498","48","无","无","无","23.904","0","0","0","0","23.904","无","2020/08/20 06:29","2020/08/20 06:29"
"1507","20P8023941","20P8023941","2000-01-01","P","cfDNA","4","南科手工提取200428","0.716","48","无","无","无","34.368","0","0","0","0","34.368","无","2020/08/20 06:29","2020/08/20 06:29"
"1508","20P8023942","20P8023942","2000-01-01","P","cfDNA","4","南科手工提取200428","2.2","48","无","无","无","105.6","0","0","0","0","105.6","无","2020/08/20 06:29","2020/08/20 06:29"
"1509","20P8023943","20P8023943","2000-01-01","P","cfDNA","4","南科手工提取200428","2.74","48","无","无","无","131.52","0","0","0","0","131.52","无","2020/08/20 06:29","2020/08/20 06:29"
"1510","20P8023944","20P8023944","2000-01-01","P","cfDNA","4","南科手工提取200428","0.894","48","无","无","无","42.912","0","0","0","0","42.912","无","2020/08/20 06:29","2020/08/20 06:29"
"1511","20P8023945","20P8023945","2000-01-01","P","cfDNA","4","南科手工提取200428","0.414","48","无","无","无","19.872","0","0","0","0","19.872","无","2020/08/20 06:29","2020/08/20 06:29"
"1512","20P8023946","20P8023946","2000-01-01","P","cfDNA","4","南科手工提取200428","1.36","48","无","无","无","65.28","0","0","0","0","65.28","无","2020/08/20 06:29","2020/08/20 06:29"
"1513","20P8023947","20P8023947","2000-01-01","P","cfDNA","4","南科手工提取200428","0.918","48","无","无","无","44.064","0","0","0","0","44.064","无","2020/08/20 06:29","2020/08/20 06:29"
"1514","20P8023948","20P8023948","2000-01-01","P","cfDNA","4","南科手工提取200428","3.24","48","无","无","无","155.52","0","0","0","0","155.52","无","2020/08/20 06:29","2020/08/20 06:29"
"1515","20P8023949","20P8023949","2000-01-01","P","cfDNA","4","南科手工提取200428","0.556","48","无","无","无","26.688","0","0","0","0","26.688","无","2020/08/20 06:29","2020/08/20 06:29"
"1516","20P8023950","20P8023950","2000-01-01","P","cfDNA","4","南科手工提取200428","0.336","48","无","无","无","16.128","0","0","0","0","16.128","无","2020/08/20 06:29","2020/08/20 06:29"
"1517","20P8023951","20P8023951","2000-01-01","P","cfDNA","4","南科手工提取200428","0.86","48","无","无","无","41.28","0","0","0","0","41.28","无","2020/08/20 06:29","2020/08/20 06:29"
"1518","20P8023952","20P8023952","2000-01-01","P","cfDNA","4","南科手工提取200428","1.12","48","无","无","无","53.76","0","0","0","0","53.76","无","2020/08/20 06:29","2020/08/20 06:29"
